Brand,Competitor,MRO id,Part Number,MRO Price,New Price,Date Scraped,Old Price,Previous Date,Percentage Change
Leeson,sqone,221568,100804.00,197.46,214.50,2013-11-18,208.78,2013-11-03,+02.74 %
Leeson,sqone,221569,100805.00,231.29,405.75,2013-11-18,244.55,2013-11-03,+65.92 %
Leeson,sqone,221571,100824.00,215.75,378.75,2013-11-18,228.49,2013-11-03,+65.76 %
Leeson,sqone,221572,100825.00,250.02,272.25,2013-11-18,264.99,2013-11-03,+02.74 %
Leeson,sqone,221573,100905.00,164.09,178.50,2013-11-18,173.74,2013-11-03,+02.74 %
Leeson,sqone,221574,100908.00,242.25,264.00,2013-11-18,256.96,2013-11-03,+02.74 %
Leeson,sqone,221575,100913.00,177.80,193.50,2013-11-18,188.34,2013-11-03,+02.74 %
Leeson,sqone,221576,100955.00,161.80,175.50,2013-11-18,170.82,2013-11-03,+02.74 %
Leeson,sqone,221577,100956.00,185.57,201.75,2013-11-18,196.37,2013-11-03,+02.74 %
Leeson,sqone,221578,100960.00,180.55,196.50,2013-11-18,191.26,2013-11-03,+02.74 %
Leeson,sqone,221579,100961.00,198.38,216.00,2013-11-18,210.24,2013-11-03,+02.74 %
Leeson,sqone,221580,101013.00,137.59,150.00,2013-11-18,146.00,2013-11-03,+02.74 %
Leeson,sqone,221581,101015.00,150.84,264.75,2013-11-18,257.69,2013-11-03,+02.74 %
Leeson,sqone,221582,101020.00,159.98,174.00,2013-11-18,169.36,2013-11-03,+02.74 %
Leeson,sqone,221583,101021.00,202.94,221.25,2013-11-18,215.35,2013-11-03,+02.74 %
Leeson,sqone,221584,101051.00,182.38,198.75,2013-11-18,193.45,2013-11-03,+02.74 %
Leeson,sqone,221585,101079.00,155.41,168.75,2013-11-18,164.25,2013-11-03,+02.74 %
Leeson,sqone,221586,101119.00,317.22,345.00,2013-11-18,335.80,2013-11-03,+02.74 %
Leeson,sqone,221587,101120.00,271.51,295.50,2013-11-18,287.62,2013-11-03,+02.74 %
Leeson,sqone,221588,101159.00,241.34,262.50,2013-11-18,255.50,2013-11-03,+02.74 %
Leeson,sqone,221589,101176.00,221.23,240.75,2013-11-18,234.33,2013-11-03,+02.74 %
Leeson,sqone,221590,101252.00,181.01,196.50,2013-11-18,191.26,2013-11-03,+02.74 %
Leeson,sqone,221591,101253.00,208.89,227.25,2013-11-18,221.19,2013-11-03,+02.74 %
Leeson,sqone,221592,101291.00,251.86,273.75,2013-11-18,266.45,2013-11-03,+02.74 %
Leeson,sqone,221593,101341.00,182.38,198.75,2013-11-18,193.45,2013-11-03,+02.74 %
Leeson,sqone,221594,101405.00,198.38,216.00,2013-11-18,210.24,2013-11-03,+02.74 %
Leeson,sqone,221595,101423.00,154.49,168.00,2013-11-18,163.52,2013-11-03,+02.74 %
